17-05-2022_20-33-40 | Received virt pos: (0.000000,1.117600,0.000000)
17-05-2022_20-34-19 | Received real pos: (-1.509789,1.149926,6.232095)
17-05-2022_20-34-19 | Recommend Rotation: 0.250000
17-05-2022_20-34-19 | Received virt pos: (-1.785298,1.106182,5.923063)
17-05-2022_20-34-19 | Received real pos: (-1.371907,1.164801,6.344982)
17-05-2022_20-34-19 | Recommend Rotation: 0.250000
17-05-2022_20-34-19 | Received virt pos: (-1.748571,1.109396,5.957975)
17-05-2022_20-34-19 | Received real pos: (-1.372913,1.142270,6.315070)
17-05-2022_20-34-19 | Recommend Rotation: 0.250000
17-05-2022_20-34-19 | Received virt pos: (-1.704670,1.109024,6.001417)
17-05-2022_20-34-19 | Received real pos: (-1.255632,1.105220,6.445762)
17-05-2022_20-34-19 | Recommend Rotation: RESET:110.000000
17-05-2022_20-34-19 | Received virt pos: (-1.660792,1.101103,6.046410)
17-05-2022_20-34-19 | Received real pos: (-1.211991,1.020083,6.506616)
17-05-2022_20-34-19 | Recommend Rotation: 0.000000
17-05-2022_20-34-19 | Received virt pos: (-1.627216,1.091136,6.080496)
17-05-2022_20-34-19 | Received real pos: (-1.283787,0.989190,6.429139)
17-05-2022_20-34-19 | Recommend Rotation: 0.000000
17-05-2022_20-34-19 | Received virt pos: (-1.582575,1.078363,6.127703)
17-05-2022_20-34-19 | Received real pos: (-1.125969,0.947715,6.610559)
17-05-2022_20-34-19 | Recommend Rotation: 0.000000
17-05-2022_20-34-20 | Received virt pos: (-1.536708,1.075777,6.178322)
17-05-2022_20-34-20 | Received real pos: (-1.067562,1.049328,6.696070)
17-05-2022_20-34-20 | Recommend Rotation: 0.000000
17-05-2022_20-34-20 | Received virt pos: (-1.499283,1.084485,6.220335)
17-05-2022_20-34-20 | Received real pos: (-1.116485,1.173554,6.650063)
17-05-2022_20-34-20 | Recommend Rotation: 0.000000
17-05-2022_20-34-20 | Received virt pos: (-1.454237,1.090070,6.267176)
17-05-2022_20-34-20 | Received real pos: (-0.993489,1.147195,6.746286)
17-05-2022_20-34-20 | Recommend Rotation: 0.000000
17-05-2022_20-34-20 | Received virt pos: (-1.426250,1.097272,6.297010)
17-05-2022_20-34-20 | Received real pos: (-1.139988,1.170937,6.602162)
17-05-2022_20-34-20 | Recommend Rotation: 0.000000
17-05-2022_20-34-20 | Received virt pos: (-1.383768,1.107415,6.339493)
17-05-2022_20-34-20 | Received real pos: (-0.949245,1.211161,6.774024)
17-05-2022_20-34-20 | Recommend Rotation: 0.000000
17-05-2022_20-34-20 | Received virt pos: (-1.344217,1.115274,6.377184)
17-05-2022_20-34-20 | Received real pos: (-0.939673,1.195659,6.762704)
17-05-2022_20-34-20 | Recommend Rotation: 0.000000
17-05-2022_20-34-24 | Received virt pos: (0.313528,1.080516,3.875484)
17-05-2022_20-34-24 | Received real pos: (17.269604,0.724998,-21.712904)
17-05-2022_20-34-24 | Recommend Rotation: 0.000000
17-05-2022_20-34-24 | Received virt pos: (0.324523,1.082987,3.824907)
17-05-2022_20-34-24 | Received real pos: (0.436986,1.108261,3.307586)
17-05-2022_20-34-24 | Recommend Rotation: 0.000000
17-05-2022_20-34-24 | Received virt pos: (0.333638,1.083984,3.786333)
17-05-2022_20-34-24 | Received real pos: (0.426864,1.094182,3.391783)
17-05-2022_20-34-24 | Recommend Rotation: 0.000000
17-05-2022_20-34-24 | Received virt pos: (0.347678,1.082433,3.735611)
17-05-2022_20-34-24 | Received real pos: (0.491292,1.066568,3.216805)
17-05-2022_20-34-24 | Recommend Rotation: 0.000000
17-05-2022_20-34-24 | Received virt pos: (0.359049,1.079529,3.697165)
17-05-2022_20-34-24 | Received real pos: (0.475350,1.049826,3.303924)
17-05-2022_20-34-24 | Recommend Rotation: 0.000000
17-05-2022_20-34-24 | Received virt pos: (0.375942,1.073698,3.644713)
17-05-2022_20-34-24 | Received real pos: (0.548740,1.014056,3.108212)
17-05-2022_20-34-24 | Recommend Rotation: 0.000000
17-05-2022_20-34-24 | Received virt pos: (0.394254,1.064076,3.592611)
17-05-2022_20-34-24 | Received real pos: (0.581554,0.965657,3.059692)
17-05-2022_20-34-24 | Recommend Rotation: 0.000000
17-05-2022_20-34-24 | Received virt pos: (0.409835,1.058673,3.553770)
17-05-2022_20-34-24 | Received real pos: (0.569197,1.003410,3.156489)
17-05-2022_20-34-24 | Recommend Rotation: 0.000000
17-05-2022_20-34-24 | Received virt pos: (0.431941,1.055245,3.498610)
17-05-2022_20-34-24 | Received real pos: (0.658058,1.020182,2.934411)
17-05-2022_20-34-24 | Recommend Rotation: 0.000000
17-05-2022_20-34-24 | Received virt pos: (0.454145,1.059346,3.443869)
17-05-2022_20-34-24 | Received real pos: (0.681250,1.101292,2.883957)
17-05-2022_20-34-24 | Recommend Rotation: 0.000000
17-05-2022_20-34-24 | Received virt pos: (0.472887,1.067767,3.401846)
17-05-2022_20-34-24 | Received real pos: (0.664596,1.153901,2.972016)
17-05-2022_20-34-24 | Recommend Rotation: 0.000000
17-05-2022_20-34-24 | Received virt pos: (0.495243,1.071704,3.348973)
17-05-2022_20-34-24 | Received real pos: (0.723902,1.111973,2.808168)
17-05-2022_20-34-24 | Recommend Rotation: 0.000000
17-05-2022_20-34-24 | Received virt pos: (0.509285,1.074053,3.310557)
17-05-2022_20-34-24 | Received real pos: (0.652919,1.098080,2.917621)
17-05-2022_20-34-24 | Recommend Rotation: 0.000000
17-05-2022_20-34-24 | Received virt pos: (0.527560,1.078065,3.260735)
17-05-2022_20-34-24 | Received real pos: (0.714475,1.119101,2.751137)
17-05-2022_20-34-24 | Recommend Rotation: 0.000000
17-05-2022_20-34-24 | Received virt pos: (0.545386,1.079212,3.211346)
17-05-2022_20-34-24 | Received real pos: (0.727723,1.090943,2.706174)
17-05-2022_20-34-24 | Recommend Rotation: 0.000000
17-05-2022_20-34-24 | Received virt pos: (0.558455,1.079388,3.175101)
17-05-2022_20-34-24 | Received real pos: (0.692132,1.081189,2.804374)
17-05-2022_20-34-24 | Recommend Rotation: 0.000000
17-05-2022_20-34-25 | Received virt pos: (0.576545,1.077320,3.125699)
17-05-2022_20-34-25 | Received real pos: (0.761580,1.056167,2.620396)
17-05-2022_20-34-25 | Recommend Rotation: 0.000000
17-05-2022_20-34-25 | Received virt pos: (0.590197,1.072634,3.088536)
17-05-2022_20-34-25 | Received real pos: (0.729826,1.024704,2.708418)
17-05-2022_20-34-25 | Recommend Rotation: 0.000000
17-05-2022_20-34-25 | Received virt pos: (0.607368,1.065294,3.035730)
17-05-2022_20-34-25 | Received real pos: (0.782998,0.990218,2.495608)
17-05-2022_20-34-25 | Recommend Rotation: 0.000000
17-05-2022_20-34-25 | Received virt pos: (0.624278,1.054411,2.982309)
17-05-2022_20-34-25 | Received real pos: (0.797247,0.943096,2.435900)
17-05-2022_20-34-25 | Recommend Rotation: 0.000000
17-05-2022_20-34-25 | Received virt pos: (0.635196,1.047070,2.941895)
17-05-2022_20-34-25 | Received real pos: (0.746865,0.971983,2.528523)
17-05-2022_20-34-25 | Recommend Rotation: 0.000000
17-05-2022_20-34-25 | Received virt pos: (0.650133,1.040835,2.887848)
17-05-2022_20-34-25 | Received real pos: (0.802917,0.977061,2.335032)
17-05-2022_20-34-25 | Recommend Rotation: 0.000000
17-05-2022_20-34-25 | Received virt pos: (0.665474,1.049552,2.832968)
17-05-2022_20-34-25 | Received real pos: (0.822394,1.138712,2.271634)
17-05-2022_20-34-25 | Recommend Rotation: 0.000000
17-05-2022_20-34-25 | Received virt pos: (0.676757,1.054360,2.790653)
17-05-2022_20-34-25 | Received real pos: (0.792159,1.103539,2.357838)
17-05-2022_20-34-25 | Recommend Rotation: 0.000000
17-05-2022_20-34-25 | Received virt pos: (0.694276,1.058039,2.739064)
17-05-2022_20-34-25 | Received real pos: (0.873469,1.095668,2.211391)
17-05-2022_20-34-25 | Recommend Rotation: 0.000000
17-05-2022_20-34-25 | Received virt pos: (0.706506,1.061010,2.700233)
17-05-2022_20-34-25 | Received real pos: (0.831596,1.091399,2.303054)
17-05-2022_20-34-25 | Recommend Rotation: 0.000000
17-05-2022_20-34-25 | Received virt pos: (0.721552,1.063845,2.651586)
17-05-2022_20-34-25 | Received real pos: (0.875450,1.092843,2.154006)
17-05-2022_20-34-25 | Recommend Rotation: 0.000000
17-05-2022_20-34-25 | Received virt pos: (0.737734,1.065692,2.602089)
17-05-2022_20-34-25 | Received real pos: (0.903247,1.084583,2.095812)
17-05-2022_20-34-25 | Recommend Rotation: 0.000000
17-05-2022_20-34-25 | Received virt pos: (0.749598,1.065362,2.565143)
17-05-2022_20-34-25 | Received real pos: (0.870949,1.061987,2.187246)
17-05-2022_20-34-25 | Recommend Rotation: 0.000000
17-05-2022_20-34-25 | Received virt pos: (0.765836,1.061727,2.514811)
17-05-2022_20-34-25 | Received real pos: (0.931927,1.024548,1.999994)
17-05-2022_20-34-25 | Recommend Rotation: 0.000000
17-05-2022_20-34-25 | Received virt pos: (0.782689,1.055068,2.462195)
17-05-2022_20-34-25 | Received real pos: (0.955067,0.986957,1.924016)
17-05-2022_20-34-25 | Recommend Rotation: 0.000000
17-05-2022_20-34-25 | Received virt pos: (0.796760,1.046303,2.422586)
17-05-2022_20-34-25 | Received real pos: (0.940682,0.956651,2.017450)
17-05-2022_20-34-25 | Recommend Rotation: 0.000000
17-05-2022_20-34-25 | Received virt pos: (0.815313,1.036029,2.369496)
17-05-2022_20-34-25 | Received real pos: (1.005084,0.930942,1.826472)
17-05-2022_20-34-25 | Recommend Rotation: 0.000000
17-05-2022_20-34-25 | Received virt pos: (0.830351,1.031331,2.329391)
17-05-2022_20-34-25 | Received real pos: (0.984169,0.983278,1.919180)
17-05-2022_20-34-25 | Recommend Rotation: 0.000000
17-05-2022_20-34-25 | Received virt pos: (0.849027,1.031379,2.277132)
17-05-2022_20-34-25 | Received real pos: (1.040045,1.031870,1.742606)
17-05-2022_20-34-25 | Recommend Rotation: 0.000000
17-05-2022_20-34-26 | Received virt pos: (0.869698,1.035833,2.224098)
17-05-2022_20-34-26 | Received real pos: (1.081136,1.081390,1.681644)
17-05-2022_20-34-26 | Recommend Rotation: 0.000000
17-05-2022_20-34-26 | Received virt pos: (0.884821,1.039653,2.184523)
17-05-2022_20-34-26 | Received real pos: (1.039501,1.078725,1.779736)
17-05-2022_20-34-26 | Recommend Rotation: 0.000000
17-05-2022_20-34-26 | Received virt pos: (0.901739,1.045083,2.130730)
17-05-2022_20-34-26 | Received real pos: (1.074789,1.100624,1.580512)
17-05-2022_20-34-26 | Recommend Rotation: 0.000000
17-05-2022_20-34-26 | Received virt pos: (0.917087,1.051348,2.078220)
17-05-2022_20-34-26 | Received real pos: (1.074064,1.115428,1.541126)
17-05-2022_20-34-26 | Recommend Rotation: 0.000000
17-05-2022_20-34-26 | Received virt pos: (0.928774,1.052053,2.038869)
17-05-2022_20-34-26 | Received real pos: (1.048319,1.059264,1.636371)
17-05-2022_20-34-26 | Recommend Rotation: 0.000000
17-05-2022_20-34-26 | Received virt pos: (0.944221,1.051179,1.986354)
17-05-2022_20-34-26 | Received real pos: (1.102223,1.042240,1.449210)
17-05-2022_20-34-26 | Recommend Rotation: 0.000000
17-05-2022_20-34-26 | Received virt pos: (0.957349,1.047454,1.946326)
17-05-2022_20-34-26 | Received real pos: (1.091618,1.009353,1.536904)
17-05-2022_20-34-26 | Recommend Rotation: 0.250000
17-05-2022_20-34-26 | Received virt pos: (0.973136,1.039841,1.891830)
17-05-2022_20-34-26 | Received real pos: (1.134615,0.961973,1.334423)
17-05-2022_20-34-26 | Recommend Rotation: 0.250000
17-05-2022_20-34-26 | Received virt pos: (0.987885,1.030636,1.836626)
17-05-2022_20-34-26 | Received real pos: (1.138750,0.936482,1.271978)
17-05-2022_20-34-26 | Recommend Rotation: 0.250000
17-05-2022_20-34-26 | Received virt pos: (0.998496,1.024511,1.793897)
17-05-2022_20-34-26 | Received real pos: (1.107020,0.961862,1.356848)
17-05-2022_20-34-26 | Recommend Rotation: 0.250000
17-05-2022_20-34-26 | Received virt pos: (1.011482,1.018148,1.737323)
17-05-2022_20-34-26 | Received real pos: (1.144312,0.953064,1.158662)
17-05-2022_20-34-26 | Recommend Rotation: 0.250000
17-05-2022_20-34-26 | Received virt pos: (1.023432,1.021409,1.679465)
17-05-2022_20-34-26 | Received real pos: (1.145662,1.054765,1.087670)
17-05-2022_20-34-26 | Recommend Rotation: 0.250000
17-05-2022_20-34-26 | Received virt pos: (1.033589,1.027227,1.636013)
17-05-2022_20-34-26 | Received real pos: (1.137479,1.086736,1.191568)
17-05-2022_20-34-26 | Recommend Rotation: 0.250000
17-05-2022_20-34-26 | Received virt pos: (1.048261,1.032302,1.581528)
17-05-2022_20-34-26 | Received real pos: (1.198333,1.084211,1.024233)
17-05-2022_20-34-26 | Recommend Rotation: 0.250000
17-05-2022_20-34-26 | Received virt pos: (1.060022,1.036657,1.540941)
17-05-2022_20-34-26 | Received real pos: (1.180318,1.081201,1.125801)
17-05-2022_20-34-26 | Recommend Rotation: 0.250000
17-05-2022_20-34-26 | Received virt pos: (1.074003,1.041602,1.488387)
17-05-2022_20-34-26 | Received real pos: (1.217006,1.092182,0.950844)
17-05-2022_20-34-26 | Recommend Rotation: 0.250000
17-05-2022_20-34-26 | Received virt pos: (1.089322,1.045152,1.435719)
17-05-2022_20-34-26 | Received real pos: (1.246011,1.081462,0.897010)
17-05-2022_20-34-26 | Recommend Rotation: 0.250000
17-05-2022_20-34-26 | Received virt pos: (1.101303,1.046533,1.395294)
17-05-2022_20-34-26 | Received real pos: (1.223850,1.060659,0.981810)
17-05-2022_20-34-26 | Recommend Rotation: 0.250000
17-05-2022_20-34-26 | Received virt pos: (1.118875,1.045092,1.342294)
17-05-2022_20-34-26 | Received real pos: (1.298609,1.030353,0.800189)
17-05-2022_20-34-26 | Recommend Rotation: 0.250000
17-05-2022_20-34-27 | Received virt pos: (1.138304,1.041846,1.289022)
17-05-2022_20-34-27 | Received real pos: (1.337031,1.008645,0.744135)
17-05-2022_20-34-27 | Recommend Rotation: 0.250000
17-05-2022_20-34-27 | Received virt pos: (1.153088,1.035383,1.249062)
17-05-2022_20-34-27 | Received real pos: (1.304304,0.969276,0.840335)
17-05-2022_20-34-27 | Recommend Rotation: 0.250000
17-05-2022_20-34-27 | Received virt pos: (1.173559,1.025901,1.196409)
17-05-2022_20-34-27 | Received real pos: (1.382944,0.928915,0.657853)
17-05-2022_20-34-27 | Recommend Rotation: 0.250000
17-05-2022_20-34-27 | Received virt pos: (1.188341,1.020996,1.155897)
17-05-2022_20-34-27 | Received real pos: (1.339538,0.970826,0.741524)
17-05-2022_20-34-27 | Recommend Rotation: 0.250000
17-05-2022_20-34-27 | Received virt pos: (1.208030,1.017290,1.101365)
17-05-2022_20-34-27 | Received real pos: (1.409417,0.979384,0.543589)
17-05-2022_20-34-27 | Recommend Rotation: 0.250000
17-05-2022_20-34-27 | Received virt pos: (1.229385,1.025746,1.044045)
17-05-2022_20-34-27 | Received real pos: (1.447813,1.112237,0.457753)
17-05-2022_20-34-27 | Recommend Rotation: 0.250000
17-05-2022_20-34-27 | Received virt pos: (1.243896,1.030003,1.002674)
17-05-2022_20-34-27 | Received real pos: (1.392320,1.073545,0.579515)
17-05-2022_20-34-27 | Recommend Rotation: 0.250000
17-05-2022_20-34-27 | Received virt pos: (1.259526,1.036669,0.947319)
17-05-2022_20-34-27 | Received real pos: (1.419396,1.104852,0.381126)
17-05-2022_20-34-27 | Recommend Rotation: 0.250000
17-05-2022_20-34-27 | Received virt pos: (1.272439,1.041653,0.891499)
17-05-2022_20-34-27 | Received real pos: (1.404518,1.092632,0.320546)
17-05-2022_20-34-27 | Recommend Rotation: 0.250000
17-05-2022_20-34-27 | Received virt pos: (1.280429,1.042401,0.849639)
17-05-2022_20-34-27 | Received real pos: (1.362154,1.050051,0.421481)
17-05-2022_20-34-27 | Recommend Rotation: 0.250000
17-05-2022_20-34-27 | Received virt pos: (1.289002,1.041755,0.792134)
17-05-2022_20-34-27 | Received real pos: (1.376689,1.035147,0.203954)
17-05-2022_20-34-27 | Recommend Rotation: 0.250000
17-05-2022_20-34-27 | Received virt pos: (1.295792,1.039376,0.747686)
17-05-2022_20-34-27 | Received real pos: (1.365243,1.015043,0.293055)
17-05-2022_20-34-27 | Recommend Rotation: 0.250000
17-05-2022_20-34-27 | Received virt pos: (1.302724,1.033160,0.688902)
17-05-2022_20-34-27 | Received real pos: (1.373627,0.969580,0.087631)
17-05-2022_20-34-27 | Recommend Rotation: 0.250000
17-05-2022_20-34-27 | Received virt pos: (1.310154,1.023089,0.630238)
17-05-2022_20-34-27 | Received real pos: (1.386151,0.920080,0.030195)
17-05-2022_20-34-27 | Recommend Rotation: 0.250000
17-05-2022_20-34-27 | Received virt pos: (1.315407,1.014631,0.584678)
17-05-2022_20-34-27 | Received real pos: (1.369138,0.928119,0.118673)
17-05-2022_20-34-27 | Recommend Rotation: 0.250000
17-05-2022_20-34-27 | Received virt pos: (1.321980,1.007178,0.522112)
17-05-2022_20-34-27 | Received real pos: (1.389211,0.930945,-0.117836)
17-05-2022_20-34-27 | Recommend Rotation: 0.250000
17-05-2022_20-34-27 | Received virt pos: (1.329395,1.009530,0.455162)
17-05-2022_20-34-27 | Received real pos: (1.405239,1.033587,-0.229628)
17-05-2022_20-34-27 | Recommend Rotation: 0.250000
17-05-2022_20-34-27 | Received virt pos: (1.333006,1.017218,0.405293)
17-05-2022_20-34-27 | Received real pos: (1.369940,1.095854,-0.104781)
17-05-2022_20-34-27 | Recommend Rotation: 0.250000
17-05-2022_20-34-27 | Received virt pos: (1.340354,1.021336,0.344821)
17-05-2022_20-34-27 | Received real pos: (1.415512,1.063456,-0.273716)
17-05-2022_20-34-27 | Recommend Rotation: 0.250000
17-05-2022_20-34-27 | Received virt pos: (1.345837,1.026410,0.301669)
17-05-2022_20-34-27 | Received real pos: (1.401920,1.078309,-0.139706)
17-05-2022_20-34-27 | Recommend Rotation: 0.250000
17-05-2022_20-34-27 | Received virt pos: (1.350109,1.030529,0.248076)
17-05-2022_20-34-27 | Received real pos: (1.393805,1.072660,-0.300101)
17-05-2022_20-34-27 | Recommend Rotation: 0.250000
17-05-2022_20-34-28 | Received virt pos: (1.356772,1.030039,0.195328)
17-05-2022_20-34-28 | Received real pos: (1.424923,1.025026,-0.344197)
17-05-2022_20-34-28 | Recommend Rotation: 0.250000
17-05-2022_20-34-28 | Received virt pos: (1.361973,1.029595,0.156124)
17-05-2022_20-34-28 | Received real pos: (1.415172,1.025054,-0.244867)
17-05-2022_20-34-28 | Recommend Rotation: 0.250000
17-05-2022_20-34-28 | Received virt pos: (1.369450,1.025128,0.101299)
17-05-2022_20-34-28 | Received real pos: (1.445927,0.979438,-0.459471)
17-05-2022_20-34-28 | Recommend Rotation: 0.250000
17-05-2022_20-34-28 | Received virt pos: (1.374748,1.018845,0.060401)
17-05-2022_20-34-28 | Received real pos: (1.428938,0.954579,-0.357924)
17-05-2022_20-34-28 | Recommend Rotation: 0.250000
17-05-2022_20-34-28 | Received virt pos: (1.382997,1.008053,0.003531)
17-05-2022_20-34-28 | Received real pos: (1.467372,0.897668,-0.578163)
17-05-2022_20-34-28 | Recommend Rotation: 0.250000
17-05-2022_20-34-28 | Received virt pos: (1.391024,0.998139,-0.056599)
17-05-2022_20-34-28 | Received real pos: (1.473127,0.896731,-0.671624)
17-05-2022_20-34-28 | Recommend Rotation: 0.250000
17-05-2022_20-34-28 | Received virt pos: (1.398787,0.992643,-0.104550)
17-05-2022_20-34-28 | Received real pos: (1.478190,0.936433,-0.595020)
17-05-2022_20-34-28 | Recommend Rotation: 0.250000
17-05-2022_20-34-28 | Received virt pos: (1.408645,0.988524,-0.165354)
17-05-2022_20-34-28 | Received real pos: (1.509477,0.946390,-0.787275)
17-05-2022_20-34-28 | Recommend Rotation: 0.250000
17-05-2022_20-34-28 | Received virt pos: (1.420176,0.993603,-0.223251)
17-05-2022_20-34-28 | Received real pos: (1.538120,1.045557,-0.815450)
17-05-2022_20-34-28 | Recommend Rotation: 0.250000
17-05-2022_20-34-28 | Received virt pos: (1.429289,1.000484,-0.269257)
17-05-2022_20-34-28 | Received real pos: (1.522500,1.070864,-0.739817)
17-05-2022_20-34-28 | Recommend Rotation: 0.250000
17-05-2022_20-34-28 | Received virt pos: (1.439685,1.006802,-0.332190)
17-05-2022_20-34-28 | Received real pos: (1.546019,1.071425,-0.975893)
17-05-2022_20-34-28 | Recommend Rotation: 0.250000
17-05-2022_20-34-28 | Received virt pos: (1.444988,1.011855,-0.378694)
17-05-2022_20-34-28 | Received real pos: (1.499229,1.063540,-0.854355)
17-05-2022_20-34-28 | Recommend Rotation: 0.250000
17-05-2022_20-34-28 | Received virt pos: (1.450173,1.015527,-0.439380)
17-05-2022_20-34-28 | Received real pos: (1.503207,1.053086,-1.060101)
17-05-2022_20-34-28 | Recommend Rotation: 0.250000
17-05-2022_20-34-28 | Received virt pos: (1.453756,1.014762,-0.498731)
17-05-2022_20-34-28 | Received real pos: (1.490404,1.006938,-1.105796)
17-05-2022_20-34-28 | Recommend Rotation: 0.250000
17-05-2022_20-34-28 | Received virt pos: (1.456802,1.012297,-0.544878)
17-05-2022_20-34-28 | Received real pos: (1.487958,0.987084,-1.016891)
17-05-2022_20-34-28 | Recommend Rotation: 0.250000
17-05-2022_20-34-28 | Received virt pos: (1.460897,1.006680,-0.606409)
17-05-2022_20-34-28 | Received real pos: (1.502782,0.949227,-1.235773)
17-05-2022_20-34-28 | Recommend Rotation: 0.250000
17-05-2022_20-34-28 | Received virt pos: (1.463464,0.998278,-0.667965)
17-05-2022_20-34-28 | Received real pos: (1.489721,0.912336,-1.297582)
17-05-2022_20-34-28 | Recommend Rotation: 0.250000
17-05-2022_20-34-29 | Received virt pos: (1.465673,0.990006,-0.715234)
17-05-2022_20-34-29 | Received real pos: (1.488267,0.905395,-1.198719)
17-05-2022_20-34-29 | Recommend Rotation: 0.250000
17-05-2022_20-34-29 | Received virt pos: (1.467444,0.981183,-0.776653)
17-05-2022_20-34-29 | Received real pos: (1.485558,0.890946,-1.404876)
17-05-2022_20-34-29 | Recommend Rotation: 0.250000
17-05-2022_20-34-29 | Received virt pos: (1.467203,0.979481,-0.821049)
17-05-2022_20-34-29 | Received real pos: (1.464739,0.962067,-1.275142)
17-05-2022_20-34-29 | Recommend Rotation: 0.250000
17-05-2022_20-34-29 | Received virt pos: (1.467883,0.984912,-0.883582)
17-05-2022_20-34-29 | Received real pos: (1.474838,1.040464,-1.523199)
17-05-2022_20-34-29 | Recommend Rotation: 0.250000
17-05-2022_20-34-29 | Received virt pos: (1.470116,0.994669,-0.947945)
17-05-2022_20-34-29 | Received real pos: (1.492956,1.094471,-1.606270)
17-05-2022_20-34-29 | Recommend Rotation: 0.250000
17-05-2022_20-34-29 | Received virt pos: (1.469811,1.000072,-0.993239)
17-05-2022_20-34-29 | Received real pos: (1.466691,1.055332,-1.456533)
17-05-2022_20-34-29 | Recommend Rotation: 0.250000
17-05-2022_20-34-29 | Received virt pos: (1.470541,1.005424,-1.050753)
17-05-2022_20-34-29 | Received real pos: (1.478008,1.060167,-1.639025)
17-05-2022_20-34-29 | Recommend Rotation: 0.250000
17-05-2022_20-34-29 | Received virt pos: (1.471015,1.008551,-1.106538)
17-05-2022_20-34-29 | Received real pos: (1.475863,1.040535,-1.677130)
17-05-2022_20-34-29 | Recommend Rotation: 0.250000
17-05-2022_20-34-29 | Received virt pos: (1.472088,1.009303,-1.148581)
17-05-2022_20-34-29 | Received real pos: (1.483063,1.016994,-1.578613)
17-05-2022_20-34-29 | Recommend Rotation: 0.250000
17-05-2022_20-34-29 | Received virt pos: (1.472660,1.007337,-1.204174)
17-05-2022_20-34-29 | Received real pos: (1.478510,0.987228,-1.772802)
17-05-2022_20-34-29 | Recommend Rotation: 0.250000
17-05-2022_20-34-29 | Received virt pos: (1.474123,1.004053,-1.246887)
17-05-2022_20-34-29 | Received real pos: (1.489088,0.970463,-1.683772)
17-05-2022_20-34-29 | Recommend Rotation: 0.250000
17-05-2022_20-34-29 | Received virt pos: (1.477635,0.996492,-1.306684)
17-05-2022_20-34-29 | Received real pos: (1.513557,0.919159,-1.918312)
17-05-2022_20-34-29 | Recommend Rotation: 0.250000
17-05-2022_20-34-29 | Received virt pos: (1.481900,0.987460,-1.367000)
17-05-2022_20-34-29 | Received real pos: (1.525524,0.895070,-1.983936)
17-05-2022_20-34-29 | Recommend Rotation: 0.250000
17-05-2022_20-34-29 | Received virt pos: (1.486546,0.983809,-1.414084)
17-05-2022_20-34-29 | Received real pos: (1.534068,0.946466,-1.895678)
17-05-2022_20-34-29 | Recommend Rotation: 0.250000
17-05-2022_20-34-29 | Received virt pos: (1.494140,0.981348,-1.476768)
17-05-2022_20-34-29 | Received real pos: (1.571814,0.956174,-2.117926)
17-05-2022_20-34-29 | Recommend Rotation: 0.250000
17-05-2022_20-34-29 | Received virt pos: (1.501170,0.991461,-1.538537)
17-05-2022_20-34-29 | Received real pos: (1.573076,1.094907,-2.170335)
17-05-2022_20-34-29 | Recommend Rotation: 0.250000
17-05-2022_20-34-29 | Received virt pos: (1.506395,0.996677,-1.584798)
17-05-2022_20-34-29 | Received real pos: (1.559838,1.050021,-2.057974)
17-05-2022_20-34-29 | Recommend Rotation: 0.250000
17-05-2022_20-34-29 | Received virt pos: (1.511818,1.000499,-1.644971)
17-05-2022_20-34-29 | Received real pos: (1.567287,1.039596,-2.260445)
17-05-2022_20-34-29 | Recommend Rotation: 0.250000
17-05-2022_20-34-29 | Received virt pos: (1.514470,1.005587,-1.686626)
17-05-2022_20-34-29 | Received real pos: (1.541595,1.057629,-2.112689)
17-05-2022_20-34-29 | Recommend Rotation: 0.250000
17-05-2022_20-34-29 | Received virt pos: (1.520021,1.010449,-1.745743)
17-05-2022_20-34-29 | Received real pos: (1.576799,1.060180,-2.350416)
17-05-2022_20-34-29 | Recommend Rotation: 0.250000
17-05-2022_20-34-29 | Received virt pos: (1.525660,1.010790,-1.803294)
17-05-2022_20-34-29 | Received real pos: (1.583339,1.014277,-2.391948)
17-05-2022_20-34-29 | Recommend Rotation: 0.250000
17-05-2022_20-34-29 | Received virt pos: (1.529883,1.009345,-1.845140)
17-05-2022_20-34-29 | Received real pos: (1.573077,0.994566,-2.273158)
17-05-2022_20-34-29 | Recommend Rotation: 0.250000
17-05-2022_20-34-29 | Received virt pos: (1.534527,1.005703,-1.902473)
17-05-2022_20-34-29 | Received real pos: (1.582027,0.968450,-2.488898)
17-05-2022_20-34-29 | Recommend Rotation: 0.250000
17-05-2022_20-34-30 | Received virt pos: (1.538129,0.998112,-1.960789)
17-05-2022_20-34-30 | Received real pos: (1.574972,0.920472,-2.557268)
17-05-2022_20-34-30 | Recommend Rotation: 0.250000
17-05-2022_20-34-30 | Received virt pos: (1.539936,0.989333,-2.003012)
17-05-2022_20-34-30 | Received real pos: (1.558418,0.899537,-2.434885)
17-05-2022_20-34-30 | Recommend Rotation: 0.250000
17-05-2022_20-34-30 | Received virt pos: (1.541055,0.979154,-2.062683)
17-05-2022_20-34-30 | Received real pos: (1.552501,0.875032,-2.673024)
17-05-2022_20-34-30 | Recommend Rotation: 0.250000
17-05-2022_20-34-30 | Received virt pos: (1.541601,0.983382,-2.105596)
17-05-2022_20-34-30 | Received real pos: (1.547185,1.026630,-2.544527)
17-05-2022_20-34-30 | Recommend Rotation: 0.250000
17-05-2022_20-34-30 | Received virt pos: (1.543157,0.986816,-2.168150)
17-05-2022_20-34-30 | Received real pos: (1.559073,1.021939,-2.807976)
17-05-2022_20-34-30 | Recommend Rotation: 0.250000
17-05-2022_20-34-30 | Received virt pos: (1.543494,0.993641,-2.222235)
